Flight_ID,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Travel_Purpose,Seat_Class,Flight_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F667,ORD,DEN,11/2/2023 16:09,193,On-time,1081,Emergency,Economy,6.7,9,0,0
F1292,DEN,JFK,2/26/2024 7:53,138,On-time,1215,Emergency,Premium Economy,6.4,0,0,0
F361,LAX,ORD,4/25/2023 20:23,165,Delayed,956,Emergency,Economy,7.6,14,0,0
F246,ORD,LAX,1/4/2025 22:45,115,On-time,1097,Emergency,Economy,5.3,5,0,0
F604,LAX,DEN,5/6/2024 6:08,154,Delayed,1274,Leisure,Economy,5.6,8,0,0
F1260,ORD,JFK,8/15/2024 14:25,76,Cancelled,1027,Family,Economy,6.2,6,0,0
F1823,ORD,SFO,9/8/2024 3:05,195,On-time,1108,Family,Economy,5.7,6,0,1
F491,DEN,JFK,7/26/2023 14:10,210,On-time,784,Business,Business,6.6,1,0,0
F1049,LAX,LAX,11/21/2023 15:00,196,On-time,864,Emergency,Economy,5.3,13,0,0
F89,ATL,SEA,3/9/2025 4:32,143,Delayed,1034,Business,First,6.5,13,0,0
F74,SEA,SFO,6/8/2023 10:46,276,On-time,1697,Emergency,Economy,7.9,13,0,0
F1366,ATL,LAX,7/30/2024 23:54,247,On-time,882,Business,Premium Economy,6.3,1,0,0
F1063,LAX,ORD,7/14/2023 3:19,155,On-time,1275,Emergency,Business,6.2,15,0,0
F312,SFO,JFK,10/31/2024 12:57,252,On-time,1282,Emergency,Economy,6.1,15,0,0
F852,JFK,JFK,7/21/2024 15:10,152,On-time,1436,Family,Economy,6.4,9,0,0
F675,DFW,LAX,2/15/2024 12:39,221,On-time,1371,Emergency,Premium Economy,9.6,1,0,0
F1916,SEA,DFW,3/29/2024 16:59,205,On-time,412,Leisure,Economy,9.2,8,1,0
F956,SFO,SEA,7/10/2023 21:42,215,On-time,1159,Leisure,Business,8.2,21,0,0
F679,DEN,DEN,9/28/2024 16:52,217,On-time,1141,Emergency,Economy,6.6,5,0,0
F470,SEA,DFW,9/2/2023 22:49,219,On-time,1104,Business,Business,9.1,19,0,0
F1215,LAX,SEA,10/22/2024 13:17,225,Delayed,1102,Business,Economy,7.3,0,0,0
F757,DFW,ORD,12/21/2023 20:18,88,On-time,1552,Business,Economy,5.2,2,0,0
F372,JFK,SEA,1/6/2025 0:05,61,On-time,1318,Family,Economy,10,12,0,0
F468,ORD,LAX,5/6/2024 12:54,170,On-time,1581,Emergency,First,7.5,26,0,0
F775,SEA,ATL,8/30/2023 15:20,83,On-time,1247,Leisure,Economy,4.9,9,0,0
F974,SEA,LAX,5/14/2023 20:06,237,On-time,1257,Business,Economy,6.2,3,0,0
F671,DEN,LAX,2/25/2025 17:15,216,On-time,1161,Business,Economy,8.8,8,0,0
F2,ORD,JFK,5/6/2023 2:15,136,On-time,1600,Business,Business,7.3,27,0,0
F1149,SFO,ORD,9/22/2023 13:50,316,On-time,1117,Family,Business,6.8,3,0,0
F607,SEA,LAX,5/27/2023 13:47,123,On-time,945,Emergency,Economy,7.5,9,0,0
F370,ATL,ATL,4/27/2023 2:51,264,On-time,1415,Business,Economy,6.2,3,0,1
F41,LAX,ORD,10/30/2024 14:11,247,On-time,1386,Business,Economy,6.8,6,0,0
F494,ORD,DEN,12/28/2024 3:51,155,On-time,1576,Business,Premium Economy,8,1,0,0
F292,SEA,SEA,6/25/2023 11:55,250,On-time,1551,Leisure,Economy,7,35,0,0
F1890,SEA,LAX,1/28/2025 14:13,170,On-time,1284,Emergency,Economy,6.5,10,0,0
F1569,SEA,JFK,2/24/2025 16:24,188,Cancelled,1426,Business,Economy,7.4,2,0,0
F1466,DEN,SEA,6/11/2024 4:08,77,On-time,906,Leisure,Economy,5.7,1,0,0
F1398,DFW,DFW,1/13/2024 5:11,253,On-time,1129,Emergency,Economy,7.6,11,0,0
F1089,DEN,SEA,2/8/2024 2:16,210,On-time,1292,Business,Economy,7.2,2,0,0
F1171,LAX,DFW,5/9/2024 23:36,138,On-time,1640,Leisure,Economy,5,15,0,1
F1574,SEA,DFW,4/3/2024 0:45,234,On-time,1157,Family,Economy,3.1,8,0,0
F1711,ATL,ATL,5/29/2024 9:35,222,On-time,628,Emergency,Premium Economy,6.3,3,0,1
F1512,SFO,SFO,3/24/2024 10:12,164,On-time,1095,Family,Premium Economy,8.1,17,0,0
F1912,LAX,LAX,10/4/2023 9:11,179,Delayed,1425,Family,Economy,7.2,17,0,0
F548,JFK,SFO,4/24/2024 18:55,207,Delayed,1179,Business,Business,7.2,18,0,1
F990,ATL,SFO,5/28/2023 15:33,257,On-time,1323,Leisure,Economy,7.2,8,0,0
F1900,LAX,SEA,7/25/2024 14:50,269,On-time,689,Family,Premium Economy,7.2,3,0,0
F934,SEA,LAX,8/11/2024 3:57,126,On-time,1401,Emergency,Economy,3.7,34,0,1
F528,SEA,SEA,9/20/2024 12:29,222,On-time,1602,Emergency,Economy,5.7,2,0,0
F946,ORD,SFO,4/5/2025 7:28,205,On-time,1415,Family,Premium Economy,5.7,2,1,0
F12,ORD,ATL,5/24/2023 20:41,227,On-time,1243,Business,Premium Economy,5.6,2,0,0
F636,LAX,LAX,8/21/2023 14:18,109,On-time,1640,Family,Economy,9,1,0,0
F1636,SFO,LAX,5/19/2024 21:58,279,On-time,1152,Family,Economy,4.6,1,1,0
F455,ATL,SFO,9/4/2024 19:05,133,On-time,1200,Business,First,6.6,1,0,1
F1819,DEN,JFK,12/28/2023 0:48,221,On-time,1003,Emergency,Economy,4.1,7,0,0
F1200,DEN,DEN,6/26/2023 21:30,168,On-time,1280,Business,Economy,5.5,12,0,0
F458,SEA,SFO,8/25/2024 5:58,173,Delayed,1046,Leisure,Economy,5,11,0,1
F1544,JFK,SFO,12/9/2023 0:03,199,On-time,1295,Business,Economy,9.6,2,0,0
F17,DFW,DFW,12/27/2023 21:38,212,On-time,1701,Business,Business,8.4,8,0,0
F590,LAX,ORD,2/28/2025 1:28,198,On-time,1378,Leisure,Premium Economy,6.6,0,1,0
F1960,JFK,DEN,4/8/2025 15:42,106,On-time,773,Family,Economy,8.3,2,0,0
F477,ATL,LAX,7/18/2023 8:37,100,On-time,1775,Leisure,Economy,8.3,12,0,0
F251,DFW,SEA,5/7/2024 18:21,278,Delayed,834,Leisure,Economy,4.9,3,0,0
F437,ORD,JFK,9/4/2024 16:48,139,On-time,1405,Business,Premium Economy,4.9,4,0,0
F728,ORD,SFO,4/28/2023 14:57,233,Cancelled,1510,Leisure,Premium Economy,8.8,18,0,0
F1698,SFO,DFW,4/22/2024 17:54,195,On-time,1631,Family,Economy,7.4,6,0,0
F1237,JFK,JFK,1/4/2024 16:08,200,On-time,1177,Business,Premium Economy,8.9,4,0,0
F47,JFK,DEN,8/10/2024 12:10,175,Delayed,1095,Family,Economy,6.8,10,0,0
F1388,SFO,SEA,1/14/2024 7:15,151,On-time,1414,Family,Business,7.1,29,0,0
F1705,SEA,SFO,4/3/2025 16:35,215,On-time,1400,Family,Premium Economy,7.3,0,0,0
F1775,ATL,ORD,4/26/2024 11:46,176,On-time,1574,Business,Premium Economy,7.2,5,0,0
F160,LAX,JFK,9/18/2024 12:49,149,On-time,404,Family,Premium Economy,6.8,9,0,0
F996,ATL,SFO,8/15/2024 9:44,194,On-time,1247,Business,Economy,6.7,6,0,0
F213,DFW,SEA,2/4/2024 18:52,196,On-time,1194,Business,Business,8.1,8,0,0
F571,ORD,SFO,5/16/2023 8:31,240,On-time,667,Family,Economy,8.9,15,0,0
F291,ORD,ORD,7/23/2024 3:37,174,Delayed,1010,Family,Premium Economy,6,0,0,1
F177,SEA,ORD,1/15/2025 10:12,239,On-time,1652,Emergency,Economy,5.7,3,0,1
F827,JFK,DEN,9/9/2024 20:11,168,On-time,1365,Business,Economy,6.7,1,0,0
F1681,ATL,ORD,6/10/2024 23:09,245,Delayed,772,Emergency,Economy,9.2,3,0,0
F1684,SEA,ATL,3/12/2024 18:51,186,On-time,1464,Business,Economy,9.6,7,0,0
F1786,DFW,ORD,11/18/2024 10:09,244,Delayed,1195,Leisure,Premium Economy,7,4,0,0
F115,ATL,SFO,6/14/2024 12:16,284,On-time,1219,Family,Economy,9.3,21,0,0
F1181,SFO,SFO,10/25/2023 20:11,171,On-time,1301,Family,Economy,5.3,1,0,0
F1204,SEA,DFW,9/27/2023 4:24,154,On-time,1576,Business,Economy,9.1,1,0,0
F1774,DFW,LAX,3/12/2024 10:43,171,On-time,1407,Business,Premium Economy,7.2,25,0,1
F476,ATL,DEN,12/22/2023 3:01,65,On-time,1454,Business,Economy,5.8,2,0,0
F1341,ORD,SEA,10/30/2023 15:55,132,On-time,1609,Leisure,Economy,6.8,4,0,0
F1537,ATL,DFW,11/19/2023 9:25,155,On-time,871,Business,Economy,6.3,4,0,0
F1726,DEN,DEN,9/14/2023 10:57,127,On-time,1336,Leisure,Business,8.3,14,1,0
F568,DEN,SFO,3/18/2025 14:54,177,On-time,1445,Leisure,Business,6,11,0,0
F810,SFO,DEN,5/7/2023 14:13,191,On-time,990,Leisure,Economy,8.9,3,0,0
F1661,SFO,ORD,6/2/2024 2:53,149,Delayed,1380,Leisure,Economy,7.8,2,0,0
F376,DFW,DFW,7/20/2024 3:18,172,On-time,1051,Family,Economy,6.8,2,1,1
F1261,SFO,ORD,10/20/2024 5:37,252,On-time,987,Business,Business,8.1,7,0,0
F1230,SFO,LAX,1/26/2025 11:32,91,Delayed,1330,Business,Economy,6.5,9,0,0
F925,SEA,ATL,5/9/2024 21:53,269,On-time,1741,Leisure,Economy,10,9,0,0
F222,ATL,DEN,3/4/2024 3:52,220,On-time,1580,Emergency,Business,6.4,2,0,0
F1742,SFO,SFO,7/19/2023 0:15,180,On-time,1682,Business,First,5.4,2,0,0
F1105,SFO,ATL,7/9/2023 13:32,290,On-time,988,Business,Economy,7.7,3,0,0
F1451,JFK,ORD,7/20/2023 21:27,133,On-time,1016,Business,Business,5.4,1,0,0
F1859,DEN,DEN,10/9/2023 21:03,146,Delayed,803,Emergency,Business,9.3,5,0,0
F120,DEN,SEA,6/5/2024 2:45,208,On-time,1426,Emergency,Economy,6.8,7,0,1
F1343,DEN,LAX,10/8/2023 11:35,174,On-time,1530,Family,Economy,7.3,3,0,0
F340,ORD,LAX,8/4/2023 22:21,202,Delayed,1166,Emergency,Economy,6.1,1,0,0
F1840,ORD,JFK,6/12/2024 12:01,278,On-time,1205,Family,Premium Economy,6.6,27,0,0
F79,ORD,DEN,7/3/2023 21:21,115,On-time,885,Business,Premium Economy,10,3,0,0
F1697,SFO,DEN,6/6/2023 22:16,135,On-time,1464,Emergency,Economy,9,3,0,0
F503,DFW,SEA,12/12/2024 9:00,198,On-time,872,Family,Economy,8.3,30,0,1
F1902,SEA,SFO,10/15/2024 14:37,335,On-time,1037,Family,Economy,5.1,10,0,0
F1632,DFW,DEN,1/17/2025 16:34,158,On-time,1155,Family,First,4.5,24,0,0
F1708,SFO,LAX,4/15/2025 2:26,232,On-time,1278,Family,Economy,8.2,10,0,0
F430,ATL,ATL,5/13/2023 15:10,140,On-time,1395,Leisure,Premium Economy,4.8,13,0,0
F1256,ATL,DFW,12/14/2023 14:00,164,On-time,1397,Leisure,Business,9.3,2,0,0
F1907,DEN,JFK,8/18/2023 5:58,157,On-time,1130,Emergency,First,7.9,1,0,0
F473,DEN,SEA,2/3/2025 1:26,194,On-time,1914,Leisure,Economy,8.2,5,0,0
F1808,SEA,ATL,9/9/2024 21:24,159,On-time,1089,Leisure,Business,6.6,3,1,0
F1392,SEA,DEN,1/27/2025 19:23,185,Delayed,1397,Emergency,Economy,7.3,5,0,0
F534,SEA,DEN,1/12/2025 7:21,372,On-time,1554,Business,Economy,8.7,0,0,0
F1827,ORD,SEA,1/12/2025 10:48,149,Cancelled,1680,Emergency,Economy,7.4,5,0,0
F999,DFW,SEA,5/18/2023 6:49,252,On-time,847,Leisure,Economy,5.5,0,0,0
F566,LAX,JFK,2/28/2025 16:56,203,On-time,967,Leisure,Economy,4.4,8,0,0
F616,LAX,JFK,7/22/2024 12:34,188,On-time,1635,Emergency,Business,9.2,5,0,0
F951,JFK,ORD,10/6/2024 4:35,177,Delayed,1458,Business,Economy,6.3,1,0,0
F992,SEA,ORD,3/31/2024 22:03,275,On-time,1326,Business,First,8.4,8,0,0
F1409,DFW,JFK,12/1/2023 23:01,194,On-time,804,Emergency,Economy,4.9,3,0,0
F1724,DEN,DFW,12/26/2024 5:17,144,On-time,1244,Emergency,Economy,8.2,9,0,0
F1361,SFO,LAX,11/9/2023 4:06,149,On-time,1183,Leisure,Premium Economy,9,2,0,1
F1297,JFK,LAX,11/17/2024 1:22,79,On-time,1427,Leisure,Economy,8.8,17,0,0
F103,DEN,ORD,3/1/2025 23:20,197,On-time,1580,Family,Economy,8.4,5,0,0
F1720,ORD,DFW,3/7/2024 12:50,303,On-time,1203,Emergency,Premium Economy,8.3,9,0,0
F1161,SFO,JFK,9/3/2023 13:57,254,On-time,1546,Business,Economy,6.1,0,0,0
F598,ORD,DFW,11/13/2023 16:41,263,On-time,1020,Business,Economy,4.4,0,0,1
F1827,LAX,DFW,9/10/2023 16:46,47,On-time,1799,Business,Premium Economy,10,5,0,0
F1657,DFW,DEN,3/9/2024 10:41,198,On-time,904,Emergency,Economy,6.3,3,1,0
F1196,SFO,ATL,4/6/2024 20:00,112,On-time,1243,Emergency,First,6.6,8,0,0
F327,DFW,ATL,7/1/2023 15:27,212,On-time,1269,Business,Economy,6.5,10,0,0
F898,DEN,JFK,2/22/2024 3:30,57,On-time,1160,Business,Economy,7.5,10,0,0
F258,ORD,LAX,4/15/2025 2:26,193,On-time,1713,Family,Economy,4.9,6,0,0
F1824,SFO,DEN,3/3/2025 20:10,91,On-time,1126,Family,Business,6.9,9,0,0
F1674,SEA,ORD,6/23/2023 11:56,140,Delayed,1297,Family,Premium Economy,4.7,9,0,0
F1355,SFO,ATL,2/23/2024 11:15,53,On-time,1438,Leisure,Economy,7.7,37,0,1
F1988,SEA,JFK,12/7/2023 5:24,84,Delayed,1071,Business,Economy,8.2,1,0,0
F323,LAX,SEA,11/13/2024 0:42,275,On-time,1272,Leisure,Business,8.9,3,0,0
F1741,DFW,ORD,6/20/2024 9:55,62,On-time,1559,Family,Economy,4,20,0,0
F448,DFW,LAX,4/4/2024 13:40,216,Cancelled,1390,Business,Economy,7.6,9,0,0
F108,DFW,DFW,7/1/2023 11:35,221,On-time,1178,Family,Premium Economy,8.5,2,0,0
F1102,JFK,ATL,7/1/2023 23:45,133,On-time,915,Emergency,Business,4.8,5,0,0
F949,ORD,DFW,3/21/2024 7:04,196,On-time,1285,Business,Economy,4.8,17,0,0
F1727,SEA,SFO,10/20/2023 6:12,166,On-time,1492,Emergency,Economy,6.7,1,0,0
F2,LAX,DEN,6/7/2024 11:47,139,On-time,996,Business,Economy,7.6,3,0,0
F1675,SFO,LAX,9/14/2023 6:27,245,On-time,1721,Leisure,Economy,5.7,2,0,0
F692,ATL,ATL,2/16/2025 5:55,206,On-time,1095,Business,Economy,4.7,4,0,0
F483,SFO,DFW,8/4/2024 7:07,203,On-time,671,Leisure,Premium Economy,7,12,0,0
F1109,ORD,JFK,1/4/2024 16:49,217,On-time,1097,Business,Economy,7.8,16,0,0
F402,ORD,ATL,8/10/2023 13:49,125,On-time,1197,Leisure,Business,7.1,4,0,0
F1274,DEN,SEA,4/15/2024 2:08,147,On-time,1457,Emergency,Premium Economy,6,16,0,0
F720,SEA,DFW,8/21/2023 1:28,199,On-time,1255,Family,Business,8.4,3,0,0
F1294,ATL,LAX,1/22/2025 6:36,205,On-time,1321,Family,Business,5.6,30,0,0
F1289,DFW,ORD,12/11/2023 8:17,188,On-time,1012,Business,Premium Economy,6.7,5,0,0
F34,SEA,DFW,5/15/2023 12:02,224,On-time,1188,Emergency,Premium Economy,7.8,6,0,0
F1640,SFO,DEN,3/15/2024 18:06,149,On-time,1637,Emergency,Economy,8.5,9,0,0
F1375,DEN,ORD,12/1/2023 17:39,144,On-time,1061,Emergency,Economy,8.2,33,0,1
F1204,SFO,LAX,1/14/2025 21:55,157,On-time,760,Business,Economy,7.5,6,0,0
F751,LAX,JFK,1/10/2025 5:36,70,On-time,1681,Business,Economy,4.9,4,0,0
F373,ATL,JFK,2/11/2025 23:28,209,On-time,1328,Leisure,Business,5.3,33,0,0
F173,DFW,LAX,5/2/2023 10:32,171,On-time,1002,Business,Economy,5.4,21,0,0
F1612,LAX,ORD,2/27/2025 3:17,214,Delayed,866,Family,Business,7.7,18,0,0
F1558,JFK,SEA,8/30/2024 14:39,260,On-time,1022,Family,Premium Economy,7,1,0,0
F1816,DFW,DFW,5/27/2024 16:40,94,On-time,1084,Family,Economy,8.2,16,0,0
F1821,LAX,LAX,10/20/2023 10:44,197,On-time,1376,Leisure,Economy,7.8,11,0,0
F204,DEN,SFO,1/14/2025 9:50,204,Cancelled,1911,Family,Economy,5.9,3,0,0
F1469,ATL,SFO,8/15/2023 2:13,267,On-time,1142,Family,Economy,8,1,0,0
F1006,DFW,SEA,1/30/2025 22:36,164,On-time,1506,Emergency,Economy,5.7,2,1,0
F1427,DFW,ORD,2/22/2024 12:08,224,Cancelled,1181,Leisure,Economy,4.9,8,0,0
F1079,JFK,SFO,6/29/2024 3:44,180,On-time,1532,Family,Economy,8.4,8,0,0
F201,DEN,JFK,9/13/2023 22:15,181,On-time,1330,Family,Economy,8.7,2,0,0
F640,ORD,ATL,2/12/2024 6:21,170,On-time,821,Business,Business,5.7,2,0,0
F1976,ATL,SEA,12/13/2023 5:40,98,On-time,915,Family,Economy,9.1,18,0,0
F1716,JFK,SFO,5/11/2024 9:37,292,On-time,1308,Leisure,Economy,8.2,3,0,0
F599,JFK,LAX,2/11/2024 17:18,281,On-time,1151,Business,First,9.6,17,0,1
F1140,DFW,SFO,1/14/2024 13:35,63,On-time,1182,Emergency,Economy,6.8,17,0,0
F636,DEN,SEA,3/30/2025 11:20,104,Delayed,897,Business,Premium Economy,5,6,0,0
F1548,ATL,SFO,8/24/2023 12:58,222,On-time,1594,Business,Economy,7.4,1,0,0
F823,JFK,JFK,7/29/2024 15:13,213,On-time,1162,Emergency,Economy,8.6,22,0,0
F960,ORD,JFK,8/23/2024 1:53,165,Delayed,1146,Business,Economy,6.2,21,0,0
F75,LAX,LAX,11/26/2024 5:51,93,Delayed,819,Emergency,Economy,8.9,7,0,0
F978,LAX,DEN,1/31/2025 0:51,287,On-time,1844,Family,Business,5.9,10,0,0
F1889,SFO,DEN,7/11/2024 3:42,332,On-time,1240,Leisure,Economy,7,0,0,0
F640,ATL,DFW,7/22/2024 8:44,53,On-time,1324,Family,Economy,4.9,6,0,0
F1065,LAX,DFW,5/18/2024 0:58,255,On-time,1022,Emergency,Premium Economy,2.3,5,0,0
F506,LAX,SFO,12/12/2024 12:16,159,On-time,861,Business,Business,8.8,0,0,0
F1280,JFK,ATL,10/26/2024 1:44,158,On-time,1254,Emergency,Economy,9.5,23,0,0
F1478,DEN,SFO,7/17/2023 13:11,119,On-time,1032,Emergency,Economy,7.9,4,0,0
F1351,ORD,LAX,1/14/2025 0:47,205,Cancelled,1142,Business,Economy,4,6,0,0
F1431,DEN,DFW,3/27/2025 9:19,85,On-time,1228,Business,Economy,6.6,20,0,1
F109,SFO,ATL,7/15/2023 20:13,77,On-time,900,Business,Economy,4.9,4,0,0
F1085,DEN,ATL,9/28/2024 12:35,194,On-time,1073,Family,Economy,3.8,3,0,0
F1534,SFO,ATL,11/8/2024 21:33,169,On-time,925,Leisure,Economy,5.8,3,0,0
F959,LAX,JFK,12/16/2023 4:34,182,On-time,1078,Emergency,Economy,5.9,23,0,1
F1937,SEA,ORD,3/2/2024 7:42,126,On-time,1008,Family,Premium Economy,6.2,42,0,0
F1607,ORD,DEN,1/11/2024 4:53,259,On-time,1613,Family,Economy,7.6,2,0,0
F1329,DEN,LAX,2/14/2024 13:09,161,On-time,998,Family,Economy,9,8,0,0
F1523,JFK,DFW,5/11/2024 13:29,195,Delayed,711,Business,Business,5.9,2,0,0
F1357,JFK,DEN,5/24/2023 13:28,180,On-time,751,Emergency,Premium Economy,8.3,6,0,0
F308,ATL,SFO,11/22/2023 5:14,196,Cancelled,1226,Leisure,Business,4.3,8,0,1
F1873,SFO,DFW,6/3/2024 15:13,174,On-time,1287,Leisure,Business,6.8,28,0,0
F988,SFO,DEN,3/5/2024 17:03,156,Delayed,1639,Leisure,Economy,8.1,26,0,0
F1852,DFW,JFK,5/27/2023 17:05,93,On-time,1090,Family,Economy,7,5,0,1
F114,ORD,SFO,9/29/2023 14:14,141,On-time,946,Emergency,Economy,6.9,59,0,0
F1540,SEA,ORD,7/25/2024 22:45,209,On-time,1241,Emergency,Premium Economy,6.5,4,1,0
F1197,ORD,DFW,7/7/2024 9:27,258,On-time,1129,Leisure,First,6.8,19,0,0
F1534,SFO,JFK,9/5/2023 11:54,43,On-time,1301,Family,Economy,8.2,1,0,0
F610,ORD,DEN,4/17/2024 19:09,180,On-time,911,Business,Economy,8.2,15,0,0
F859,SEA,SFO,8/2/2023 6:17,211,On-time,1397,Family,Business,6.1,7,0,1
F687,SEA,LAX,6/14/2024 21:15,254,On-time,1158,Family,Economy,7.7,2,0,0
F1425,ATL,JFK,9/11/2024 13:31,194,On-time,1118,Family,Economy,7,15,0,1
F44,SFO,DFW,2/25/2024 7:13,259,On-time,902,Family,Economy,5.5,1,0,0
F1611,ORD,DFW,12/30/2024 19:52,173,On-time,1236,Family,Economy,8.2,0,0,0
F597,ATL,JFK,1/15/2024 23:48,247,On-time,1026,Business,Economy,8.2,3,0,1
F1420,DFW,DEN,5/5/2023 23:09,72,On-time,962,Business,Economy,4.5,5,0,0
F1171,DFW,ORD,5/13/2024 20:54,193,Delayed,1192,Family,Economy,6.7,17,0,0
F1270,JFK,LAX,5/20/2024 16:07,183,On-time,612,Leisure,Economy,7.3,6,0,0
F780,LAX,JFK,2/27/2024 20:12,159,On-time,1178,Business,Economy,9.1,16,0,0
F120,DFW,SEA,6/23/2023 11:30,74,On-time,1302,Leisure,Premium Economy,6.6,26,0,0
F848,SEA,JFK,4/7/2024 12:15,151,Delayed,1036,Family,Business,8.4,4,0,0
F1465,JFK,SFO,6/15/2024 10:58,175,On-time,1354,Business,Premium Economy,6,2,1,0
F1357,ATL,DFW,7/1/2024 23:23,220,On-time,1336,Business,Economy,4.5,11,0,0
F151,ORD,DEN,8/7/2023 12:37,171,On-time,1343,Leisure,Economy,4.5,6,0,0
F1953,DFW,ORD,12/27/2023 7:39,285,On-time,1486,Leisure,Economy,7.4,12,0,0
F162,LAX,SFO,5/19/2023 5:03,185,On-time,1478,Leisure,Economy,8,9,0,0
F460,ATL,ORD,6/29/2024 9:56,133,On-time,1443,Family,Economy,7.8,0,0,1
F1931,ORD,SFO,12/9/2023 2:45,163,On-time,827,Leisure,Premium Economy,5.5,6,0,0
F1782,JFK,ATL,7/30/2024 18:34,162,On-time,343,Business,Economy,6.8,7,0,0
F880,SFO,SFO,12/9/2024 11:42,140,On-time,609,Emergency,First,6.3,1,0,0
F1675,ORD,ORD,8/24/2023 19:46,299,Cancelled,1304,Leisure,Economy,6.3,0,0,1
F709,JFK,SEA,3/29/2025 21:37,185,On-time,798,Family,Economy,6.3,2,0,0
F825,ATL,SEA,5/24/2024 11:44,166,On-time,1333,Family,Premium Economy,6,25,0,1
F1038,ATL,SEA,4/2/2025 11:23,305,Delayed,1312,Business,Economy,7.8,10,0,0
F743,LAX,ATL,3/8/2024 4:49,275,On-time,1551,Leisure,Economy,6.2,2,0,0
F761,ATL,LAX,10/12/2024 19:02,172,On-time,1074,Emergency,Business,6.5,1,0,0
F543,ORD,SEA,10/14/2024 18:52,341,On-time,1673,Emergency,First,9.3,6,0,0
F1324,SFO,ORD,11/14/2023 3:54,154,On-time,1942,Leisure,Economy,6.7,4,0,0
F1546,ATL,ATL,2/22/2024 23:34,197,On-time,1194,Family,Premium Economy,8.5,10,0,0
F336,SEA,SEA,8/5/2024 14:37,136,On-time,1335,Leisure,Premium Economy,6.4,12,0,0
F1661,DEN,ORD,11/1/2023 10:46,242,On-time,1710,Family,Business,4.8,24,0,0
F1495,JFK,SFO,7/7/2023 15:44,223,On-time,771,Business,Economy,3.4,10,0,0
F1691,SEA,LAX,1/13/2024 17:13,110,On-time,1375,Business,Business,4.7,3,0,1
F280,SFO,JFK,9/5/2023 22:45,179,On-time,805,Emergency,Economy,5.7,10,0,0
F893,ORD,SEA,1/6/2024 13:40,150,On-time,1492,Emergency,Economy,5.1,13,0,0
F407,ORD,ORD,7/16/2023 18:02,170,On-time,986,Emergency,Economy,5,24,0,0
F1102,ATL,ATL,8/16/2023 8:59,129,On-time,1221,Family,Economy,3.4,8,0,0
F506,ORD,DFW,12/14/2023 22:24,241,On-time,940,Emergency,Business,9.5,10,0,0
F1521,SFO,SFO,6/29/2024 22:16,228,On-time,436,Business,First,7.2,20,0,0
F779,ORD,SEA,4/3/2025 16:59,179,On-time,894,Business,Economy,6.9,9,1,0
F185,ORD,DFW,7/3/2023 16:31,257,Delayed,881,Business,Economy,6.9,23,0,0
F1673,JFK,SFO,12/16/2023 19:27,147,Delayed,980,Emergency,Economy,6.6,0,0,0
F294,SEA,ORD,5/5/2024 20:18,226,On-time,1626,Emergency,Economy,7.5,32,0,1
F812,JFK,ATL,8/13/2024 5:37,219,On-time,1431,Family,Premium Economy,5.4,8,0,0
F634,JFK,DEN,6/12/2023 7:12,212,On-time,1813,Emergency,Business,7.7,11,0,0
F1469,SEA,JFK,5/20/2024 19:12,197,Cancelled,1186,Leisure,Business,5.5,6,0,0
F703,SEA,SFO,10/30/2023 19:48,186,On-time,768,Family,Business,4.7,6,0,0
F1778,SFO,JFK,9/6/2023 9:22,164,On-time,1174,Leisure,Economy,5.8,8,0,0
F1960,DFW,ORD,2/25/2024 19:15,210,On-time,1181,Family,Economy,6.7,2,0,0
F1494,JFK,JFK,3/12/2024 0:05,186,On-time,1874,Leisure,Economy,8.7,8,0,0
F258,ORD,LAX,10/31/2024 18:19,32,On-time,651,Emergency,Business,5.8,12,0,1
F1811,JFK,JFK,12/17/2024 13:16,132,On-time,1391,Family,Business,6.1,4,0,0
F475,SEA,SFO,11/8/2023 14:24,182,On-time,1136,Family,Business,7.4,1,0,0
F1808,JFK,LAX,11/11/2023 4:27,263,On-time,841,Leisure,Economy,7.7,23,0,0
F63,JFK,ATL,7/21/2024 2:34,139,On-time,1015,Family,Economy,7.1,1,0,0
F1700,ATL,ATL,12/2/2024 16:46,194,On-time,1101,Family,Premium Economy,6.3,7,0,1
F1811,ORD,SFO,8/21/2024 8:00,213,On-time,1657,Leisure,Economy,7.7,1,0,1
F181,ATL,ORD,9/29/2024 2:15,171,On-time,671,Business,Business,7.5,5,0,0
F684,DFW,ORD,11/18/2024 4:46,301,Delayed,1282,Family,Economy,5.9,8,0,0
F1827,ATL,DEN,5/6/2024 16:00,210,Cancelled,1297,Business,Premium Economy,8.2,3,0,0
F1119,DFW,LAX,11/9/2023 22:26,90,On-time,1453,Family,Business,7.1,17,0,0
F1625,ATL,SFO,6/15/2023 22:08,231,On-time,1191,Family,Premium Economy,8,50,0,0
F903,DFW,LAX,2/23/2025 22:53,238,On-time,1203,Business,Economy,7.1,8,0,0
F374,DEN,ATL,8/15/2023 17:58,141,Delayed,1215,Emergency,Economy,7.7,15,0,0
F946,DEN,JFK,1/26/2025 10:48,170,Delayed,1440,Business,Premium Economy,5.1,2,0,0
F1152,LAX,SFO,11/21/2023 12:44,236,Delayed,1456,Leisure,Economy,6.7,9,0,0
F743,SFO,ORD,8/3/2024 0:00,271,Delayed,1035,Business,Premium Economy,5.9,12,0,0
